61416;Cisco Unified Operations Manager CVE-2013-3439 Unspecified HTTP Header Injection Vulnerability
61415;FOSCAM IP-Cameras CVE-2013-2574 Unauthorized Access Vulnerabilities
61414;Cisco Unified Operations Manager CVE-2013-3440 Cross Site Scripting Vulnerability
61413;Moodle CVE-2013-2243 Information Disclosure Vulnerability
61412;Linux Kernel CVE-2013-4163 Local Denial of Service Vulnerability
61411;Linux Kernel 'skbuff.c' Local Denial of Service Vulnerability
61410;MySecureShell Local Denial of Service Vulnerability
61409;mysecureshell 'SftpWho.c' Local Information Disclosure Vulnerability
61408;Sagelight BMP File Handling Remote Heap Buffer Overflow Vulnerability
61407;Download Monitor 'admin.php' Multiple Cross Site Scripting Vulnerabilities
61406;mobiki 'index.php' Multiple Cross Site Scripting Vulnerabilities
61405;Photo Server Arbitrary File Upload and Command Injection Vulnerabilities
61404;Cisco Aironet 3600 Series Access Point CVE-2013-3441 Remote Denial of Service Vulnerability
61403;SurgeFTP CVE-2013-4742 Remote Buffer Overflow Vulnerability
61402;SAP Netweaver CVE-2013-3319 Information Disclosure Vulnerability
61401;WordPress FlagEm Plugin 'cID' Parameter Cross Site Scripting Vulnerability
61400;jetAudio '.m3u' File Remote Denial of Service Vulnerability
61399;Junos Pulse Secure Access Service (SSL VPN) Multiple HTML Injection Vulnerabilities
61395;Verizon Wireless Network Extender CVE-2013-4874 Local Privilege Escalation Vulnerability
61394;Verizon Wireless Network Extender CVE-2013-4875 Local Privilege Escalation Vulnerability
61393;Multiple Verizon Wireless Network Extender CVE-2013-4877 Multiple Security Bypass Vulnerabilities
61392;Adersoft VbsEdit '.smi' File Remote Buffer Overflow Vulnerability
61391;Samsung PS50C7700 3D Plasma-TV CVE-2013-4890 Denial of Service Vulnerability
61389;MLM Cross Site Scripting and Multiple SQL Injection Vulnerabilities
61388;QEMU Guest Agent CVE-2013-2231 Local Privilege Escalation Vulnerability
61387;WordPress Citizen Space Plugin Cross Site Request Forgery Vulnerability
61386;WebCalendar Multiple Security Bypass Vulnerabilities
61385;Django User Account Enumeration Information Disclosure Vulnerability
61384;Collabtive Multiple Security Vulnerabilities
61383;Dell OpenManage Server Administrator 'file' Parameter Open Redirection Vulnerability
61382;Dell Kace 1000 Systems Management Appliance Multiple SQL Injection Vulnerabilities
61381;Cisco Unified IP Conference Station 7937G CVE-2013-3435 Denial of Service Vulnerability
61380;Cisco Unified Operations Manager CVE-2013-3437 SQL Injection Vulnerability
61379;Apache HTTP Server CVE-2013-2249 Unspecified Remote Security Vulnerability
61378;IBM Cúram Social Program Management Cross Site Request Forgery Vulnerability
61377;Interchange Unspecified Cross Site Scripting Vulnerability
61376;Anchor CMS 'name' Field HTML Injection Vulnerability
61375;Django CVE-2013-0305 Information Disclosure Vulnerability
61374;Barracuda CudaTel Cross Site Scripting and Multiple SQL Injection Vulnerabilities
61373;CMS Made Simple Unspecified Cross-Site Scripting Vulnerability
61372;Multiple Barracuda Products Multiple HTML Injection Vulnerabilities
61371;SmokePing 'displaymode' Parameter CVE-2013-4158 Incomplete Fix Cross Site Scripting Vulnerability
61370;Apache OFBiz CVE-2013-2317 'View Log' Cross Site Scripting Vulnerability
61369;Apache OFBiz Nested Expression Remote Code Execution Vulnerability
61368;TinyMCE Image Manager Plugin Cross Site Scripting and Arbitrary File Upload Vulnerabilities
61367;libvirt CVE-2013-4153 Remote Privilege Escalation Vulnerability
61366;libvirt CVE-2013-4154 NULL 'mon' Pointer Dereference Remote Denial of Service Vulnerability
61365;WooCommerce Plugin 'calc_shipping_state' Parameter HTML Injection Vulnerability
61364;Cisco Unified Communications Manager CVE-2013-4869 Information Disclosure Vulnerability
61363;Typo3 News Search ('news_search') Extension Unspecified SQL Injection Vulnerability
61362;Cisco IOS GET VPN Encryption Policy CVE-2013-3436 Security Bypass Vulnerability
61361;Multiple Western Digital My Net Devices Information Disclosure Vulnerability
61360;Tiki Wiki CMS Groupware SQL Injection and Cross Site Scripting Vulnerabilities
61359;Cybozu Office CVE-2013-3656 Authentication Bypass Vulnerability
61358;Sybase EAServer Multiple Security Vulnerabilities
61357;Verizon Wireless Network Extender CVE-2013-4876 Hardcoded Password Security Bypass Vulnerability
61356;YardRadius Multiple Local Format String Vulnerabilities
